slug,name,category,borough,neighborhood,address,lat,lng,short_description,hero_image_url,tv0,tv1,tv2,tv3,tv4,tv5,tv6,tv7,tv8,tv9,crowd_level,price_tier,typical_price_usd,typical_duration_minutes,best_time,indoor_outdoor,popularity_seed
circle-line-sightseeing-cruises,Circle Line Sightseeing Cruises,tour_experience,manhattan,Hell's Kitchen,"Hell's Kitchen, New York, NY",40.7625,-74.0002,"Sightseeing boats from Pier 83 that run the full loop around Manhattan, narrated, in about two and a half hours.",https://upload.wikimedia.org/wikipedia/commons/f/f9/CL_Classic_Logo_80_Yrs.png,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.9,3,2,36.00,165,afternoon,outdoor,58
roosevelt-island-tramway,Roosevelt Island Tramway,tour_experience,manhattan,Upper East Side,"Upper East Side, New York, NY",40.7614,-73.9639,A commuter cable car over the East River that costs a subway fare and gives an unmatched midtown view.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Roosevelt_Island_tramcar_2010.jpg/1920px-Roosevelt_Island_tramcar_2010.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.9,4,2,36.00,195,afternoon,outdoor,63
brooklyn-museum,Brooklyn Museum,museum,brooklyn,Prospect Heights,"Prospect Heights, New York, NY",40.6712,-73.9636,"A vast collection strong in Egyptian art and American painting, with the Sackler Center's Dinner Party on permanent show.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Brooklyn_Museum_-_Entrance_%2852302265063%29.jpg/1920px-Brooklyn_Museum_-_Entrance_%2852302265063%29.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,2,2,36.00,45,afternoon,indoor,38
new-york-transit-museum,New York Transit Museum,museum,brooklyn,Downtown Brooklyn,"Downtown Brooklyn, New York, NY",40.6906,-73.9903,"Housed in a decommissioned 1936 subway station, with a platform of vintage cars you can walk through.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/New_York_Transit_Museum_logo.svg/1920px-New_York_Transit_Museum_logo.svg.png,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,3,2,36.00,75,afternoon,indoor,43
brooklyn-children-s-museum,Brooklyn Children's Museum,museum,brooklyn,Crown Heights,"Crown Heights, New York, NY",40.6745,-73.9442,"The first museum built for children anywhere, opened 1899, with hands on exhibits across a green-roofed building.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Brooklyn_Children%27s_Museum_logo.svg/1920px-Brooklyn_Children%27s_Museum_logo.svg.png,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,3,2,36.00,105,afternoon,indoor,48
the-city-reliquary,The City Reliquary,museum,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.7113,-73.9539,"A tiny volunteer museum of New York ephemera: subway tokens, seltzer bottles, Statue of Liberty souvenirs.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/City_Reliquary_%2857305%29.jpg/1920px-City_Reliquary_%2857305%29.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,3,2,36.00,135,afternoon,indoor,53
prospect-park,Prospect Park,park,brooklyn,Prospect Park,"Prospect Park, New York, NY",40.6602,-73.969,"Olmsted and Vaux's second park, with the Long Meadow, a ravine of old-growth forest and the city's only lake.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Prospect_Park_New_York_October_2015_003.jpg/1920px-Prospect_Park_New_York_October_2015_003.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,3,0,,165,morning,outdoor,58
brooklyn-bridge-park,Brooklyn Bridge Park,park,brooklyn,DUMBO,"DUMBO, New York, NY",40.7003,-73.9967,"Eighty-five acres along the East River piers, with Jane's Carousel and the best skyline view in the city at dusk.",https://upload.wikimedia.org/wikipedia/commons/a/af/View_of_Brooklyn_Bridge_Park_from_Manhattan_Bridge.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,4,0,,195,morning,outdoor,63
mccarren-park,McCarren Park,park,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.7203,-73.9502,"The open green between Williamsburg and Greenpoint, with a running track, ball fields and a 1936 pool.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/McCarren_Park_house_Bettina_jeh.jpg/1920px-McCarren_Park_house_Bettina_jeh.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,2,0,,45,morning,outdoor,38
fort-greene-park,Fort Greene Park,park,brooklyn,Fort Greene,"Fort Greene, New York, NY",40.6915,-73.974,"A hilltop park by Olmsted and Vaux, crowned by the Prison Ship Martyrs Monument and its granite stairs.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Detroit_Photographic_Company_%280684%29.jpg/1920px-Detroit_Photographic_Company_%280684%29.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,3,0,,75,morning,outdoor,43
sunset-park,Sunset Park,park,brooklyn,Sunset Park,"Sunset Park, New York, NY",40.6455,-74.005,"The park the neighborhood is named for, with a view across the harbour taking in both the skyline and the Statue of Liberty.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Sunset_Play_Center_ext_jeh_crop.jpg/1920px-Sunset_Play_Center_ext_jeh_crop.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,0,,105,morning,outdoor,48
marine-park,Marine Park,park,brooklyn,Marine Park,"Marine Park, New York, NY",40.599,-73.927,"Brooklyn's largest park, wrapped around a salt marsh with a boardwalk trail through the grasses and tidal creek.",https://upload.wikimedia.org/wikipedia/commons/6/6e/GerristenAvenue.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,0,,135,morning,outdoor,53
domino-park,Domino Park,park,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.7144,-73.9679,"Built on the old Domino Sugar refinery site, keeping the syrup tanks and cranes as structure along the waterfront.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Domino_Park%2C_Brooklyn%2C_New_York_City_%28June_2018%29.jpg/1920px-Domino_Park%2C_Brooklyn%2C_New_York_City_%28June_2018%29.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,3,0,,165,morning,outdoor,58
bushwick-inlet-park,Bushwick Inlet Park,park,brooklyn,Greenpoint,"Greenpoint, New York, NY",40.7222,-73.9614,"A green waterfront strip on the Greenpoint side of the inlet, looking straight across at midtown Manhattan.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Bushwick_Inlet_Park_from_Community_Center_Roof_crop.JPG/1920px-Bushwick_Inlet_Park_from_Community_Center_Roof_crop.JPG,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,4,0,,195,morning,outdoor,63
brooklyn-botanic-garden,Brooklyn Botanic Garden,garden,brooklyn,Prospect Heights,"Prospect Heights, New York, NY",40.668,-73.9632,Fifty-two acres including a Japanese hill-and-pond garden and the cherry esplanade that draws crowds each spring.,https://upload.wikimedia.org/wikipedia/commons/1/1c/Brooklyn_botanic_garden_fragrance_garden_gate.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,2,0,,45,morning,outdoor,38
narrows-botanical-gardens,Narrows Botanical Gardens,garden,brooklyn,Bay Ridge,"Bay Ridge, New York, NY",40.6218,-74.0356,"A volunteer-built garden along the Bay Ridge shore, with a native plant meadow and views of the Verrazzano.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Bay_Ridge_Parkway_Row_Houses.jpg/1920px-Bay_Ridge_Parkway_Row_Houses.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,3,0,,75,morning,outdoor,43
6-15-green-community-garden,6/15 Green Community Garden,garden,brooklyn,Park Slope,"Park Slope, New York, NY",40.668,-73.984,"A small Park Slope community garden run by neighbours, open on weekends and planted for pollinators.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Park_Slope_-_Brooklyn_%2855268725540%29.jpg/1920px-Park_Slope_-_Brooklyn_%2855268725540%29.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,0,,105,morning,outdoor,48
green-wood-cemetery,Green-Wood Cemetery,historic_site,brooklyn,Greenwood Heights,"Greenwood Heights, New York, NY",40.6579,-73.994,"478 acres of Victorian funerary landscape on Brooklyn's highest hill, with monk parakeets nesting in the gatehouse.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Green-Wood_Cemetery_gate_%2853784p%29_cropped.jpg/1920px-Green-Wood_Cemetery_gate_%2853784p%29_cropped.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,3,0,,135,morning,outdoor,53
old-stone-house,Old Stone House,historic_site,brooklyn,Park Slope,"Park Slope, New York, NY",40.6714,-73.984,"A reconstructed Dutch farmhouse marking the Battle of Brooklyn, now a small museum inside Washington Park.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Old-stone-house-brooklyn.JPG/1920px-Old-stone-house-brooklyn.JPG,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,3,0,,165,morning,outdoor,58
weeksville-heritage-center,Weeksville Heritage Center,historic_site,brooklyn,Crown Heights,"Crown Heights, New York, NY",40.6767,-73.9218,"Four surviving houses of one of the first free Black communities in the country, preserved on their original lane.",https://upload.wikimedia.org/wikipedia/en/7/76/Weeksville_brooklyn_map.png,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,4,0,,195,morning,outdoor,63
wyckoff-house-museum,Wyckoff House Museum,historic_site,brooklyn,Canarsie,"Canarsie, New York, NY",40.6446,-73.9204,"The oldest building in New York City, a Dutch saltbox dating to about 1652, with a working kitchen garden.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Wyckoff_House.jpg/1920px-Wyckoff_House.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,2,0,,45,morning,outdoor,38
brooklyn-heights-promenade,Brooklyn Heights Promenade,viewpoint,brooklyn,Brooklyn Heights,"Brooklyn Heights, New York, NY",40.6961,-73.9967,"A cantilevered walkway over the BQE, giving an uninterrupted view of Lower Manhattan and the harbour.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Brooklyn_Heights_Promenade_%2855268460453%29.jpg/1920px-Brooklyn_Heights_Promenade_%2855268460453%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.6,0.2,3,0,,75,morning,outdoor,43
the-william-vale-rooftop,The William Vale Rooftop,viewpoint,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.7215,-73.9585,"A Williamsburg hotel roof twenty-two floors up, with a wraparound terrace facing the Manhattan skyline.",https://upload.wikimedia.org/wikipedia/commons/e/ee/WilliamsburgBK.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.5,0.2,3,0,,105,morning,outdoor,48
time-out-market-rooftop,Time Out Market Rooftop,viewpoint,brooklyn,DUMBO,"DUMBO, New York, NY",40.703,-73.9905,"The top floor of the DUMBO food hall, opening onto a terrace between the Brooklyn and Manhattan bridges.",https://upload.wikimedia.org/wikipedia/commons/b/b4/DUMBO_Brooklyn%2C_as_seen_from_the_viewing_gallery_of_One_World_Trade_Center.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.5,0.2,3,0,,135,morning,outdoor,53
dumbo,DUMBO,neighborhood,brooklyn,DUMBO,"DUMBO, New York, NY",40.7033,-73.9881,"Cobbled streets under the bridge approaches, with the Washington Street view of the Empire State framed by the arches.",https://upload.wikimedia.org/wikipedia/commons/b/b4/DUMBO_Brooklyn%2C_as_seen_from_the_viewing_gallery_of_One_World_Trade_Center.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,3,0,,165,morning,outdoor,58
williamsburg,Williamsburg,neighborhood,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.7081,-73.9571,"Warehouse blocks turned to music venues, vintage shops and waterfront bars, with the L train straight in from Manhattan.",https://upload.wikimedia.org/wikipedia/commons/e/ee/WilliamsburgBK.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,4,0,,195,morning,outdoor,63
bushwick,Bushwick,neighborhood,brooklyn,Bushwick,"Bushwick, New York, NY",40.6944,-73.9213,"Industrial streets covered in commissioned murals around the Bushwick Collective, with galleries in the old lofts.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Knickerbocker_south_of_park.jpg/1920px-Knickerbocker_south_of_park.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,2,0,,45,morning,outdoor,38
red-hook,Red Hook,neighborhood,brooklyn,Red Hook,"Red Hook, New York, NY",40.6743,-74.01,"A cut-off waterfront neighborhood of cobbles and warehouses, with harbour views and no subway of its own.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/RH_Houses_East_Lorraine_eve_jeh.jpg/1920px-RH_Houses_East_Lorraine_eve_jeh.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,3,0,,75,morning,outdoor,43
park-slope,Park Slope,neighborhood,brooklyn,Park Slope,"Park Slope, New York, NY",40.671,-73.9814,"Brownstone blocks on the slope below Prospect Park, with Fifth Avenue shopping and a strong food street on Seventh.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Park_Slope_-_Brooklyn_%2855268725540%29.jpg/1920px-Park_Slope_-_Brooklyn_%2855268725540%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,3,0,,105,morning,outdoor,48
coney-island,Coney Island,landmark,brooklyn,Coney Island,"Coney Island, New York, NY",40.5755,-73.9707,"The original seaside amusement district, with the Cyclone, the Wonder Wheel and Nathan's on Surf Avenue.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Coney_Island_beach_and_amusement_parks_%28June_2016%29.jpg/1920px-Coney_Island_beach_and_amusement_parks_%28June_2016%29.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.5,0.2,3,0,,135,morning,outdoor,53
smorgasburg,Smorgasburg,market,brooklyn,Williamsburg,"Williamsburg, New York, NY",40.722,-73.9615,"An open-air food market of around a hundred vendors, running weekends from spring through autumn on the waterfront.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cooking_Channel_at_Smorgasburg_34_%287509703888%29.jpg/1920px-Cooking_Channel_at_Smorgasburg_34_%287509703888%29.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.4,0.2,3,1,18.00,165,afternoon,indoor,58
brooklyn-flea,Brooklyn Flea,market,brooklyn,DUMBO,"DUMBO, New York, NY",40.7027,-73.9873,"Weekend stalls of antiques, vintage clothing and salvage, held under the Manhattan Bridge archway in DUMBO.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Brooklyn_Flea_Fort_Greene.jpg/1920px-Brooklyn_Flea_Fort_Greene.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.4,0.2,4,2,36.00,195,afternoon,indoor,63
dekalb-market-hall,DeKalb Market Hall,market,brooklyn,Downtown Brooklyn,"Downtown Brooklyn, New York, NY",40.6903,-73.9832,"Forty vendors underground in Downtown Brooklyn, including an outpost of the original Katz's pastrami counter.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Brooklyn_skyline.jpg/1920px-Brooklyn_skyline.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.6,0.2,2,1,18.00,45,afternoon,indoor,38
industry-city,Industry City,market,brooklyn,Sunset Park,"Sunset Park, New York, NY",40.656,-74.01,"Six million square feet of converted Sunset Park warehouses holding food halls, makers and design studios.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Bush_Terminal_-_North_aerial_-_1958.jpg/1920px-Bush_Terminal_-_North_aerial_-_1958.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.6,0.2,3,2,36.00,75,afternoon,indoor,43
brooklyn-academy-of-music,Brooklyn Academy of Music,theater,brooklyn,Fort Greene,"Fort Greene, New York, NY",40.6863,-73.9776,"America's oldest operating performing arts centre, programming opera, dance and the Next Wave festival.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Brooklyn_Academy_of_Music_%28BAM%29_%2848228024996%29.jpg/1920px-Brooklyn_Academy_of_Music_%28BAM%29_%2848228024996%29.jpg,0.2,0.9,0.2,0.2,0.9,0.2,0.2,0.2,0.5,0.2,3,3,54.00,105,afternoon,indoor,48
st-ann-s-warehouse,St. Ann's Warehouse,theater,brooklyn,DUMBO,"DUMBO, New York, NY",40.703,-73.993,"Experimental theatre in a converted tobacco warehouse, with a walled garden open to the public beside it.",https://upload.wikimedia.org/wikipedia/commons/3/31/St._Ann%27s_Warehouse_in_Brooklyn.jpg,0.2,0.9,0.2,0.2,0.9,0.2,0.2,0.2,0.5,0.2,3,3,54.00,135,afternoon,indoor,53
kings-theatre,Kings Theatre,theater,brooklyn,Flatbush,"Flatbush, New York, NY",40.6489,-73.9576,"A 1929 Loew's Wonder Theatre in Flatbush, restored to its full gilded interior and booking touring acts.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Kings_Theatre_Flatbush_finished_jeh.jpg/1920px-Kings_Theatre_Flatbush_finished_jeh.jpg,0.2,0.9,0.2,0.2,0.9,0.2,0.2,0.2,0.4,0.2,3,3,54.00,165,afternoon,indoor,58
barclays-center,Barclays Center,sports_venue,brooklyn,Prospect Heights,"Prospect Heights, New York, NY",40.6826,-73.9754,"The weathered-steel arena at Atlantic Terminal, home to the Nets and a regular concert stop.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Barclays_Center_-_2026_%2855268559424%29.jpg/1920px-Barclays_Center_-_2026_%2855268559424%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.4,0.2,4,3,54.00,195,afternoon,outdoor,63
pioneer-works,Pioneer Works,gallery,brooklyn,Red Hook,"Red Hook, New York, NY",40.6759,-74.0116,"A Red Hook ironworks turned arts and science centre, with a triple height main hall and a free garden.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/The_Intercourse_interior%2C_Exquisite_Corpse_2012.jpg/1920px-The_Intercourse_interior%2C_Exquisite_Corpse_2012.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,2,0,,45,morning,indoor,38
prospect-park-bandshell,Prospect Park Bandshell,venue,brooklyn,Prospect Park,"Prospect Park, New York, NY",40.662,-73.979,The outdoor stage that hosts the free BRIC Celebrate Brooklyn summer concert season inside Prospect Park.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Prospect_Park_New_York_October_2015_003.jpg/1920px-Prospect_Park_New_York_October_2015_003.jpg,0.2,0.2,0.2,0.2,0.9,0.2,0.2,0.2,0.6,0.2,3,3,54.00,75,afternoon,indoor,43
coney-island-boardwalk,Coney Island Boardwalk,waterfront,brooklyn,Coney Island,"Coney Island, New York, NY",40.5723,-73.9793,"Two and a half miles of boardwalk along the Atlantic, running from Sea Gate past the aquarium to Brighton Beach.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/%D0%9F%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B0%D0%B4_%D0%97%D0%B0%D0%BA%D1%83%D1%81%D0%BE%D1%87%D0%BD%D1%8B%D0%B91.jpg/1920px-%D0%9F%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B0%D0%B4_%D0%97%D0%B0%D0%BA%D1%83%D1%81%D0%BE%D1%87%D0%BD%D1%8B%D0%B91.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.2,3,0,,105,morning,outdoor,48
verrazzano-narrows-bridge,Verrazzano-Narrows Bridge,bridge,brooklyn,Bay Ridge,"Bay Ridge, New York, NY",40.6066,-74.0447,"The double-deck suspension span across the Narrows to Staten Island, and the starting line of the city marathon.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Verrazano_Bridge2.jpg/1920px-Verrazano_Bridge2.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.5,0.2,3,0,,135,morning,outdoor,53
moma-ps1,MoMA PS1,museum,queens,Long Island City,"Long Island City, New York, NY",40.7455,-73.9475,"MoMA's contemporary wing in a former Long Island City schoolhouse, with the Warm Up music series in the courtyard.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/MoMA_PS1_logo.svg/1920px-MoMA_PS1_logo.svg.png,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,3,2,36.00,165,afternoon,indoor,58
museum-of-the-moving-image,Museum of the Moving Image,museum,queens,Astoria,"Astoria, New York, NY",40.7565,-73.9243,"Film, television and video game history on the Astoria studio lot, including a Jim Henson gallery.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Museum_of_Moving_Image_logo.svg/1920px-Museum_of_Moving_Image_logo.svg.png,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,4,2,36.00,195,afternoon,indoor,63
queens-museum,Queens Museum,museum,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.7458,-73.8467,"Home to the Panorama of the City of New York, a 9,335 square foot scale model built for the 1964 World's Fair.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Queens_Museum-1.jpg/1920px-Queens_Museum-1.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,2,2,36.00,45,afternoon,indoor,38
new-york-hall-of-science,New York Hall of Science,museum,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.7476,-73.8524,"A hands-on science museum in a 1964 World's Fair pavilion, with a large outdoor science playground.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/New_York_Hall_of_Science_Logo.svg/1920px-New_York_Hall_of_Science_Logo.svg.png,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,3,2,36.00,75,afternoon,indoor,43
the-noguchi-museum,The Noguchi Museum,museum,queens,Long Island City,"Long Island City, New York, NY",40.7681,-73.9364,"Isamu Noguchi's own museum and sculpture garden, arranged across a converted photo-engraving plant.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Wikist_aces_0087.jpg/1920px-Wikist_aces_0087.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,3,2,36.00,105,afternoon,indoor,48
socrates-sculpture-park,Socrates Sculpture Park,park,queens,Astoria,"Astoria, New York, NY",40.7699,-73.9366,"A former landfill turned open-air studio and exhibition space on the East River, free and open every day.",https://upload.wikimedia.org/wikipedia/commons/b/bc/Socrates_Sculpture_Park_logo.png,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,0,,135,morning,outdoor,53
flushing-meadows-corona-park,Flushing Meadows Corona Park,park,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.74,-73.8407,"The 1939 and 1964 World's Fair grounds, now the borough's largest park, holding the Unisphere and two museums.",https://upload.wikimedia.org/wikipedia/commons/0/0e/Flushing_Meadows%E2%80%93Corona_Park.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,3,0,,165,morning,outdoor,58
gantry-plaza-state-park,Gantry Plaza State Park,park,queens,Long Island City,"Long Island City, New York, NY",40.7472,-73.9585,"Restored rail gantries on the Long Island City waterfront, with piers facing the midtown skyline across the river.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Gantry_Plaza_State_Park_Long_Island_City_01_%289431668991%29.jpg/1920px-Gantry_Plaza_State_Park_Long_Island_City_01_%289431668991%29.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.4,0.9,4,0,,195,morning,outdoor,63
astoria-park,Astoria Park,park,queens,Astoria,"Astoria, New York, NY",40.7787,-73.9235,"Sloping lawns between the Triborough and Hell Gate bridges, with the largest and oldest public pool in the city.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Astoria_Park_jeh.JPG/1920px-Astoria_Park_jeh.JPG,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,2,0,,45,morning,outdoor,38
forest-park,Forest Park,park,queens,Forest Hills,"Forest Hills, New York, NY",40.702,-73.856,"538 acres over a glacial moraine, holding one of the last continuous oak forests left in Queens.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Forparktheaterjeh.JPG/1920px-Forparktheaterjeh.JPG,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.6,0.9,3,0,,75,morning,outdoor,43
queens-botanical-garden,Queens Botanical Garden,garden,queens,Flushing,"Flushing, New York, NY",40.7513,-73.828,"Thirty-nine acres built around a rose garden and a wedding garden, with a LEED-platinum visitor centre.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Entrance_Plaza%2C_Queens_Botanical_Garden.jpg/1920px-Entrance_Plaza%2C_Queens_Botanical_Garden.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,0,,105,morning,outdoor,48
jamaica-bay-wildlife-refuge,Jamaica Bay Wildlife Refuge,tour_experience,queens,Broad Channel,"Broad Channel, New York, NY",40.618,-73.824,"A federal refuge inside the city limits, on the Atlantic flyway, where over three hundred bird species have been recorded.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Jamaica_Bay_Wildlife_Refuge_visitor_center.jpg/1920px-Jamaica_Bay_Wildlife_Refuge_visitor_center.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.9,3,2,36.00,135,afternoon,outdoor,53
louis-armstrong-house-museum,Louis Armstrong House Museum,historic_site,queens,Corona,"Corona, New York, NY",40.7546,-73.8615,"The Corona house Armstrong lived in from 1943 until his death, kept with its original interiors and tape archive.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Louis_Armstrong_House_02_%28cropped%29.jpg/1920px-Louis_Armstrong_House_02_%28cropped%29.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,3,0,,165,morning,outdoor,58
bowne-house,Bowne House,historic_site,queens,Flushing,"Flushing, New York, NY",40.7663,-73.8265,"A 1661 Quaker farmhouse tied to the Flushing Remonstrance, an early American argument for religious liberty.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bowne_House_2018.JPG/1920px-Bowne_House_2018.JPG,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,4,0,,195,morning,outdoor,63
king-manor-museum,King Manor Museum,historic_site,queens,Jamaica,"Jamaica, New York, NY",40.7017,-73.7996,"The Jamaica home of Rufus King, a signer of the Constitution and an early campaigner against slavery.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Rufus_King_Manor_20241008_123425.jpg/1920px-Rufus_King_Manor_20241008_123425.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,2,0,,45,morning,outdoor,38
unisphere,Unisphere,landmark,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.7458,-73.8451,"The twelve-storey stainless steel globe built as the theme symbol of the 1964 World's Fair, ringed by fountains.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Unisphere-2_%2827835155267%29.jpg/1920px-Unisphere-2_%2827835155267%29.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.6,0.2,3,0,,75,morning,outdoor,43
